CCL,PYPL,BABA,SBRCY,YNDX,MPC,JWN,MRNA,LIN,GOOG,MSFT,AAPL,BP
"8,489999771118164","92,38999938964844","187,11000061035156","8,942938804626465","32,380001068115234","18,934200286865234","13,050000190734863","34,84000015258789","159,48060607910156","1097,8800048828125","152,28250122070312","59,888275146484375","22,984933853149414"
"12,420000076293945","105,83999633789062","196,3699951171875","9,82437801361084","36,13999938964844","24,19160270690918","21,31999969482422","31,860000610351562","186,38365173339844","1211,449951171875","163,47872924804688","66,4821548461914","23,152299880981445"
"12,5600004196167","111,8499984741211","209,5","9,53974723815918","36,619998931884766","24,021705627441406","18,799999237060547","46,849998474121094","185,46885681152344","1283,25","176,80331420898438","70,15617370605469","21,785478591918945"
"11,90999984741211","120,18000030517578","204,36000061035156","9,291842460632324","36,0","24,314306259155273","17,84000015258789","50,5","178,50454711914062","1279,31005859375","172,7940673828125","70,19834899902344","21,7482852935791"
"13,930000305175781","120,61000061035156","194,47999572753906","9,411203384399414","37,40999984741211","27,5990047454834","17,65999984741211","47,93000030517578","177,38316345214844","1320,6099853515625","172,81385803222656","71,71163177490234","21,227590560913086"
"14,210000038146973","144,9600067138672","201,19000244140625","9,741743087768555","40,7400016784668","31,176298141479492","18,030000686645508","59,25","185,33116149902344","1388,3699951171875","182,8221435546875","76,93612670898438","22,343364715576172"
"12,779999732971191","145,50999450683594","203,67999267578125","9,172480583190918","38,9900016784668","28,59951400756836","16,3700008392334","66,69000244140625","179,6062469482422","1373,18994140625","181,3174285888672","76,54241180419922","20,83401107788086"
"14,460000038146973","150,86000061035156","199,6999969482422","9,677472114562988","40,2599983215332","33,57375717163086","15,65999984741211","69,0","187,75096130371094","1410,4200439453125","181,66392517089844","79,32343292236328","21,94159507751465"
"15,739999771118164","155,00999450683594","207,38999938964844","10,50382137298584","40,22999954223633","33,72760009765625","16,1299991607666","61,5","199,03350830078125","1428,9200439453125","181,91177368164062","79,08712005615234","22,094362258911133"
"21,510000228881836","156,0","219,5500030517578","11,743346214294434","42,31999969482422","39,889556884765625","22,6200008392334","58,189998626708984","217,6640167236328","1438,3900146484375","185,83291625976562","82,46015167236328","26,457855224609375"
"19,979999542236328","155,25999450683594","217,63999938964844","11,036358833312988","42,18000030517578","35,14811325073242","17,6299991607666","62,0","199,57656860351562","1413,1800537109375","186,3689727783203","84,27600860595703","23,631610870361328"
"17,829999923706055","164,36000061035156","220,63999938964844","10,825180053710938","45,619998931884766","36,65501403808594","17,06999969482422","66,3499984741211","205,61508178710938","1431,719970703125","193,724853515625","86,99234771728516","22,600414276123047"
"15,779999732971191","170,8699951171875","215,7100067138672","10,641546249389648","49,029998779296875","33,94835662841797","14,6899995803833","61,279998779296875","204,39947509765625","1359,9000244140625","194,896240234375","87,96495056152344","21,731534957885742"
"15,880000114440918","177,2100067138672","223,60000610351562","10,926177978515625","50,119998931884766","34,62022018432617","15,5","58,56999969482422","218,67047119140625","1464,699951171875","204,7537384033203","90,57183837890625","22,352163314819336"
"16,15999984741211","178,39999389648438","261,010009765625","10,981267929077148","51,33000183105469","34,744998931884766","15,760000228881836","62,61000061035156","223,30557250976562","1541,739990234375","212,109619140625","95,4398422241211","21,44508934020996"
"15,470000267028809","173,9199981689453","247,13999938964844","10,733363151550293","54,7400016784668","36,405460357666016","15,069999694824219","94,8499984741211","239,76071166992188","1515,550048828125","201,39840698242188","95,84529876708984","22,199392318725586"
"14,800000190734863","172,55999755859375","249,0","11,054720878601074","56,220001220703125","37,14451599121094","15,0600004196167","73,20999908447266","241,2135009765625","1511,8699951171875","199,82997131347656","92,15138244628906","21,89385414123535"
"13,880000114440918","196,07000732421875","251,02000427246094","10,944540977478027","57,540000915527344","36,664608001708984","13,6899995803833","74,0999984741211","242,24134826660156","1482,9599609375","203,51284790039062","105,72808837890625","21,044069290161133"
"14,220000267028809","198,6300048828125","252,10000610351562","11,275080680847168","59,15999984741211","35,196102142333984","16,0","74,0999984741211","242,43899536132812","1494,489990234375","210,92831420898438","110,55630493164062","21,94159507751465"
"15,470000267028809","191,4600067138672","253,97000122070312","12,064704895019531","60,04999923706055","36,80857467651367","17,1200008392334","69,1500015258789","245,59164428710938","1507,72998046875","207,37445068359375","114,53844451904297","21,951143264770508"
"14,649999618530273","196,7899932861328","265,79998779296875","11,320989608764648","63,56999969482422","33,977149963378906","14,479999542236328","66,44999694824219","241,44081115722656","1580,4200439453125","211,46437072753906","123,97055053710938","20,759830474853516"
"17,209999084472656","204,47999572753906","289,0","11,18326473236084","65,25","36,14158248901367","15,680000305175781","67,48999786376953","250,60232543945312","1644,4100341796875","227,7876434326172","124,40664672851562","20,68243980407715"
"18,530000686645508","191,83999633789062","281,3900146484375","10,779271125793457","64,44000244140625","32,7797966003418","16,280000686645508","62,599998474121094","244,801025390625","1591,0400390625","213,19952392578125","120,57150268554688","19,869848251342773"
"17,690000534057617","184,0","271,6099853515625","10,760908126831055","61,81999969482422","30,45091438293457","14,470000267028809","59,34000015258789","248,1722412109375","1520,719970703125","203,02963256835938","111,6402816772461","19,405508041381836"
"15,3100004196167","176,07000732421875","272,4100036621094","11,082265853881836","60,970001220703125","31,45457649230957","14,479999542236328","69,87000274658203","244,13475036621094","1459,989990234375","199,40745544433594","106,4968490600586","18,264005661010742"
"15,069999694824219","187,25","271,0899963378906","10,650728225708008","63,33000183105469","27,89790916442871","11,920000076293945","69,47000122070312","230,891357421875","1444,9599609375","206,80104064941406","111,91937255859375","17,277286529541016"
"15,15999984741211","191,91000366210938","288,1700134277344","9,760107040405273","62,5","27,547115325927734","12,800000190734863","68,80999755859375","230,296142578125","1458,4200439453125","205,1790313720703","112,6570053100586","16,30023956298828"
"15,6899995803833","197,27000427246094","299,739990234375","10,670000076293945","60,93000030517578","29,349809646606445","13,859999656677246","73,0","238,02394104003906","1515,219970703125","214,75186157226562","116,59431457519531","16,79360008239746"
"14,079999923706055","204,4499969482422","307,30999755859375","10,3100004196167","57,9900016784668","28,618988037109375","12,930000305175781","73,94000244140625","231,21871948242188","1573,010009765625","218,58299255371094","118,63772583007812","15,719817161560059"
"15,359999656677246","203,0399932861328","309,9200134277344","11,220000267028809","59,119998931884766","29,125690460205078","14,329999923706055","70,52999877929688","232,3992156982422","1641,0","215,1697998046875","114,67051696777344","15,526341438293457"
"13,710000038146973","186,1300048828125","304,69000244140625","10,109999656677246","57,56999969482422","28,745662689208984","12,100000381469727","67,47000122070312","218,58045959472656","1621,010009765625","201,47727966308594","108,51036071777344","14,97493839263916"
"13,819999694824219","202,72999572753906","299,95001220703125","11,270000457763672","63,810001373291016","30,772476196289062","12,84000015258789","72,44999694824219","248,32106018066406","1761,75","222,62307739257812","118,30879974365234","15,129718780517578"
"16,010000228881836","188,6199951171875","260,8399963378906","12,989999771118164","62,11000061035156","36,59956359863281","17,309999465942383","89,38999938964844","255,00723266601562","1777,02001953125","215,44842529296875","119,0820541381836","18,54885482788086"
"17,3700008392334","192,6699981689453","270,739990234375","12,989999771118164","61,939998626708984","37,28166198730469","21,290000915527344","97,61000061035156","250,0570831298828","1742,18994140625","209,35842895507812","117,1649169921875","19,229637145996094"
"21,579999923706055","211,38999938964844","276,4800109863281","13,59000015258789","67,19000244140625","40,943904876708984","26,729999542236328","127,02999877929688","255,374267578125","1793,18994140625","214,7354278564453","116,41603088378906","20,818130493164062"
"23,450000762939453","217,77000427246094","267,25","14,930000305175781","68,05000305175781","42,416778564453125","31,440000534057617","152,52000427246094","248,61863708496094","1827,989990234375","213,867431640625","122,06759643554688","21,97249984741211"
"21,31999969482422","214,05999755859375","264,5400085449219","15,930000305175781","70,27999877929688","42,416778564453125","30,81999969482422","156,92999267578125","248,3320770263672","1781,77001953125","212,7699432373047","122,22735595703125","21,735706329345703"
"21,459999084472656","236,4499969482422","260,0","15,010000228881836","69,2699966430664","39,88620376586914","30,1200008392334","140,22999572753906","256,5666809082031","1731,010009765625","218,08770751953125","126,47101593017578","21,4495792388916"
"20,84000015258789","238,63999938964844","222,0","14,720000267028809","67,6500015258789","40,73632049560547","30,34000015258789","123,38999938964844","255,5211639404297","1738,8499755859375","222,23814392089844","131,77308654785156","20,778663635253906"
"21,65999984741211","234,1999969482422","232,72999572753906","14,5","69,58000183105469","40,88459777832031","31,209999084472656","104,47000122070312","262,3816833496094","1751,8800048828125","221,90890502929688","132,4920196533203","20,245878219604492"
"20,469999313354492","242,4600067138672","236,19000244140625","15,600000381469727","70,9000015258789","42,683677673339844","34,2400016784668","112,75","269,2421569824219","1807,2099609375","219,11534118652344","131,85296630859375","24,074045181274414"
"20,790000915527344","239,7899932861328","243,4600067138672","15,130000114440918","67,31999969482422","43,47447967529297","36,2400016784668","129,64999389648438","256,98486328125","1736,18994140625","212,16134643554688","126,9502944946289","23,935916900634766"
"20,219999313354492","252,0","258,6199951171875","14,279999732971191","66,44000244140625","45,22413635253906","37,369998931884766","131,02000427246094","250,40316772460938","1901,050048828125","225,4307861328125","138,8625030517578","23,55112648010254"
"18,670000076293945","234,30999755859375","253,8300018310547","13,710000038146973","62,63999938964844","42,66390609741211","35,45000076293945","173,16000366210938","244,34921264648438","1835,739990234375","231,42698669433594","131,7631072998047","21,923168182373047"
"21,309999465942383","269,44000244140625","265,6700134277344","14,619999885559082","66,9800033569336","47,102298736572266","34,060001373291016","176,24000549316406","256,2679443359375","2098,0","241,64344787597656","136,55593872070312","20,53200340270996"
"20,600000381469727","298,3699951171875","267,8500061035156","14,539999961853027","73,83000183105469","49,87999725341797","34,849998474121094","183,74000549316406","251,59803771972656","2104,110107421875","244,4270477294922","135,3699951171875","21,6173095703125"
"24,59000015258789","286,9200134277344","263,5899963378906","14,789999961853027","67,26000213623047","52,390804290771484","37,040000915527344","174,74000549316406","249,80575561523438","2101,139892578125","240,41627502441406","129,8699951171875","22,564485549926758"
"26,75","259,8500061035156","237,75999450683594","14,5600004196167","63,9900016784668","54,619998931884766","36,45000076293945","154,80999755859375","243,22406005859375","2036,8599853515625","232,3800048828125","121,26000213623047","24,40999984741211"
"26,09000015258789","239,0500030517578","233,88999938964844","15,029999732971191","63,630001068115234","57,31999969482422","35,06999969482422","132,19000244140625","246,57962036132812","2108,5400390625","231,60000610351562","121,41999816894531","26,770000457763672"
"28,459999084472656","250,35000610351562","231,8699951171875","15,609999656677246","67,80000305175781","57,75","41,369998931884766","136,99000549316406","268,5","2061,919921875","235,75","121,02999877929688","26,959999084472656"
"28,270000457763672","238,41000366210938","236,42999267578125","15,079999923706055","65,2300033569336","52,849998474121094","42,59000015258789","141,4600067138672","267,8999938964844","2036,219970703125","230,72000122070312","120,52999877929688","25,40999984741211"
